"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES";"QT_SECOES_AGREGADAS";"QT_APTOS_TOT";"QT_SECOES_TOT";"QT_COMPARECIMENTO";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_BRANCOS";"QT_VOTOS_NULOS";"QT_VOTOS_LEGENDA";"QT_VOTOS_PENDENTES";"QT_VOTOS_ANULADOS";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23574";"CABO DE SANTO AGOSTINHO";"121";"7";"Deputado Estadual";"85210";"268";"4";"85210";"268";"75708";"9502";"N";"56021";"4169";"11221";"4297";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"149";"5";"Senador";"107147";"312";"2";"107147";"312";"91649";"15498";"N";"116987";"20678";"45633";"0";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"3";"5";"Senador";"105622";"301";"10";"105622";"301";"92074";"13548";"N";"99202";"24174";"60772";"0";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23078";"ÁGUA PRETA";"38";"7";"Deputado Estadual";"23355";"62";"0";"23355";"62";"15605";"7750";"N";"12305";"951";"1277";"1072";"0";"0";"16:14:14";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24635";"JOAQUIM NABUCO";"38";"7";"Deputado Estadual";"12682";"41";"0";"12682";"41";"9068";"3614";"N";"7329";"457";"591";"691";"0";"0";"16:14:18";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24813";"MACHADOS";"88";"5";"Senador";"9388";"33";"3";"9388";"33";"7902";"1486";"N";"10440";"1885";"3479";"0";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"150";"5";"Senador";"106016";"302";"27";"106016";"302";"93346";"12670";"N";"109323";"22748";"54621";"0";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23086";"VERTENTE DO LÉRIO";"34";"5";"Senador";"7246";"25";"0";"7246";"25";"6055";"1191";"N";"7488";"1624";"2998";"0";"0";"0";"16:14:18";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25739";"SÃO LOURENÇO DA MATA";"13";"3";"Governador";"69828";"215";"27";"69828";"215";"62899";"6929";"N";"44816";"4298";"13785";"0";"0";"0";"16:14:17";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23167";"CARNAUBEIRA DA PENHA";"69";"3";"Governador";"11093";"35";"5";"11093";"35";"8063";"3030";"N";"6260";"280";"1523";"0";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23019";"AFOGADOS DA INGAZEIRA";"66";"3";"Governador";"27279";"98";"5";"27279";"98";"20567";"6712";"N";"15176";"1345";"4046";"0";"0";"0";"16:14:13";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25372";"RIO FORMOSO";"26";"6";"Deputado Federal";"16286";"53";"8";"16286";"53";"12472";"3814";"N";"10164";"502";"1079";"727";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"3";"7";"Deputado Estadual";"105622";"301";"10";"105622";"301";"92074";"13548";"N";"70350";"5646";"11454";"4624";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24554";"ITAQUITINGA";"125";"7";"Deputado Estadual";"13672";"41";"0";"13672";"41";"10553";"3119";"N";"8770";"336";"683";"764";"0";"0";"16:14:08";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23094";"ÁGUAS BELAS";"64";"7";"Deputado Estadual";"31738";"98";"12";"31738";"98";"22835";"8903";"N";"18865";"719";"1206";"2045";"0";"0";"16:14:19";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24910";"OLINDA";"100";"7";"Deputado Estadual";"91630";"293";"12";"91630";"293";"82178";"9452";"N";"62456";"5253";"10269";"4200";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25798";"SERRITA";"76";"3";"Governador";"15638";"46";"1";"15638";"46";"11466";"4172";"N";"9077";"415";"1974";"0";"0";"0";"16:14:21";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24139";"FLORESTA";"72";"3";"Governador";"23386";"67";"2";"23386";"67";"18097";"5289";"N";"14600";"602";"2895";"0";"0";"0";"16:14:10";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"149";"6";"Deputado Federal";"107147";"312";"2";"107147";"312";"91649";"15498";"N";"69178";"6021";"11775";"4675";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23175";"AMARAJI";"31";"6";"Deputado Federal";"15929";"48";"2";"15929";"48";"12960";"2969";"N";"10374";"725";"1175";"686";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23264";"JATOBÁ";"89";"5";"Senador";"9815";"36";"0";"9815";"36";"7984";"1831";"N";"11662";"1073";"3233";"0";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25631";"SÃO JOÃO";"116";"5";"Senador";"17747";"52";"0";"17747";"52";"12449";"5298";"N";"17853";"2265";"4780";"0";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24732";"LAGOA DOS GATOS";"86";"5";"Senador";"12274";"38";"3";"12274";"38";"8511";"3763";"N";"11363";"1485";"4174";"0";"0";"0";"16:14:20";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25135";"PAULISTA";"12";"5";"Senador";"67665";"203";"3";"67665";"203";"60599";"7066";"N";"69462";"14191";"37545";"0";"0";"0";"16:14:54";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24333";"IBIRAJUBA";"48";"3";"Governador";"6420";"24";"0";"6420";"24";"5025";"1395";"N";"3420";"362";"1243";"0";"0";"0";"16:14:19";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25550";"SANTA TEREZINHA";"99";"6";"Deputado Federal";"7159";"27";"2";"7159";"27";"6045";"1114";"N";"5001";"178";"514";"352";"0";"0";"16:14:52";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24139";"FLORESTA";"72";"5";"Senador";"23386";"67";"2";"23386";"67";"18097";"5289";"N";"27645";"2198";"6351";"0";"0";"0";"16:14:10";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24716";"LAGOA DO OURO";"59";"6";"Deputado Federal";"10766";"33";"1";"10766";"33";"8092";"2674";"N";"6566";"352";"474";"700";"0";"0";"16:14:17";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"30015";"FERNANDO DE NORONHA";"4";"7";"Deputado Estadual";"2750";"7";"0";"2750";"7";"1979";"771";"N";"1483";"186";"175";"135";"0";"0";"16:14:21";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26018";"TEREZINHA";"61";"6";"Deputado Federal";"6202";"22";"0";"6202";"22";"4824";"1378";"N";"4010";"208";"267";"339";"0";"0";"16:14:15";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24112";"FLORES";"67";"7";"Deputado Estadual";"15205";"56";"5";"15205";"56";"12467";"2738";"N";"9351";"720";"1312";"1084";"0";"0";"16:14:17";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23213";"ARARIPINA";"84";"5";"Senador";"55393";"165";"1";"55393";"165";"43401";"11992";"N";"57718";"7762";"21322";"0";"0";"0";"16:14:21";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23639";"CAETÉS";"130";"6";"Deputado Federal";"19502";"56";"1";"19502";"56";"13759";"5743";"N";"10457";"964";"1248";"1090";"0";"0";"16:14:15";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"8";"6";"Deputado Federal";"104561";"309";"2";"104561";"309";"91710";"12851";"N";"74408";"5083";"8239";"3980";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26131";"TRIUNFO";"67";"7";"Deputado Estadual";"10620";"36";"4";"10620";"36";"8987";"1633";"N";"6249";"458";"1624";"656";"0";"0";"16:14:16";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23779";"CARNAÍBA";"98";"7";"Deputado Estadual";"14621";"44";"12";"14621";"44";"11217";"3404";"N";"8594";"493";"1145";"985";"0";"0";"16:14:17";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23833";"CATENDE";"43";"3";"Governador";"24493";"83";"1";"24493";"83";"18686";"5807";"N";"12681";"1487";"4518";"0";"0";"0";"16:14:10";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24252";"GRANITO";"80";"5";"Senador";"5574";"19";"7";"5574";"19";"4820";"754";"N";"7129";"624";"1887";"0";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23302";"JAQUEIRA";"43";"3";"Governador";"9598";"26";"0";"9598";"26";"6411";"3187";"N";"4779";"285";"1347";"0";"0";"0";"16:14:14";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24210";"GLÓRIA DO GOITÁ";"21";"3";"Governador";"21397";"65";"0";"21397";"65";"17881";"3516";"N";"12723";"1031";"4127";"0";"0";"0";"16:14:07";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25216";"PETROLINA";"144";"6";"Deputado Federal";"64202";"199";"23";"64202";"199";"53675";"10527";"N";"42365";"2955";"5682";"2673";"0";"0";"16:14:20";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23817";"CARUARU";"41";"6";"Deputado Federal";"21209";"70";"8";"21209";"70";"18030";"3179";"N";"12834";"1783";"2040";"1373";"0";"0";"16:14:15";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25216";"PETROLINA";"145";"3";"Governador";"67158";"197";"11";"67158";"197";"55328";"11830";"N";"38149";"3629";"13550";"0";"0";"0";"16:14:20";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25194";"PETROLÂNDIA";"70";"5";"Senador";"23948";"78";"0";"23948";"78";"18696";"5252";"N";"26334";"3359";"7699";"0";"0";"0";"16:14:14";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26158";"TUPANATINGA";"143";"5";"Senador";"17463";"54";"1";"17463";"54";"11393";"6070";"N";"15353";"1750";"5683";"0";"0";"0";"16:14:14";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25216";"PETROLINA";"145";"7";"Deputado Estadual";"67158";"197";"11";"67158";"197";"55328";"11830";"N";"40108";"3177";"8165";"3878";"0";"0";"16:14:20";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24350";"IGARASSU";"85";"5";"Senador";"78980";"220";"4";"78980";"220";"67243";"11737";"N";"79138";"13675";"41673";"0";"0";"0";"16:14:08";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25216";"PETROLINA";"145";"5";"Senador";"67158";"197";"11";"67158";"197";"55328";"11830";"N";"69317";"11239";"30100";"0";"0";"0";"16:14:20";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24430";"IPOJUCA";"16";"6";"Deputado Federal";"71532";"195";"12";"71532";"195";"58432";"13100";"N";"42866";"4146";"7632";"3788";"0";"0";"16:14:24";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25216";"PETROLINA";"83";"6";"Deputado Federal";"67228";"202";"17";"67228";"202";"57177";"10051";"N";"43956";"3093";"7153";"2975";"0";"0";"16:14:20";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"9";"6";"Deputado Federal";"103938";"283";"0";"103938";"283";"91366";"12572";"N";"63100";"7663";"15036";"5567";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"7";"6";"Deputado Federal";"103334";"296";"2";"103334";"296";"90049";"13285";"N";"68989";"5691";"10701";"4668";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26298";"CAMARAGIBE";"138";"3";"Governador";"46395";"148";"9";"46395";"148";"42219";"4176";"N";"29044";"3084";"10091";"0";"0";"0";"16:14:21";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24570";"JABOATÃO DOS GUARARAPES";"101";"7";"Deputado Estadual";"107717";"287";"1";"107717";"287";"86595";"21122";"N";"66598";"5497";"9979";"4521";"0";"0";"16:14:26";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23779";"CARNAÍBA";"98";"6";"Deputado Federal";"14621";"44";"12";"14621";"44";"11217";"3404";"N";"9030";"460";"1002";"725";"0";"0";"16:14:17";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25771";"SERRA TALHADA";"71";"3";"Governador";"56666";"183";"1";"56666";"183";"45995";"10671";"N";"33492";"2212";"10291";"0";"0";"0";"16:14:19";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24570";"JABOATÃO DOS GUARARAPES";"147";"6";"Deputado Federal";"116406";"304";"1";"116406";"304";"93822";"22584";"N";"59290";"8695";"19794";"6043";"0";"0";"16:14:26";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24252";"GRANITO";"80";"3";"Governador";"5574";"19";"7";"5574";"19";"4820";"754";"N";"3732";"204";"884";"0";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24058";"EXU";"79";"3";"Governador";"25318";"82";"7";"25318";"82";"20073";"5245";"N";"14497";"992";"4584";"0";"0";"0";"16:14:08";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24031";"ESCADA";"19";"7";"Deputado Estadual";"45296";"139";"37";"45296";"139";"38328";"6968";"N";"30436";"1669";"3806";"2417";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24090";"FERREIROS";"27";"7";"Deputado Estadual";"9261";"29";"0";"9261";"29";"7439";"1822";"N";"5398";"543";"947";"551";"0";"0";"16:14:10";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24236";"GOIANA";"25";"6";"Deputado Federal";"57647";"178";"19";"57647";"178";"48970";"8677";"N";"35451";"3578";"7206";"2735";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23434";"BOM JARDIM";"33";"7";"Deputado Estadual";"27994";"104";"6";"27994";"104";"22835";"5159";"N";"18152";"1248";"1946";"1489";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23329";"SANTA FILOMENA";"82";"3";"Governador";"11362";"32";"0";"11362";"32";"8482";"2880";"N";"6988";"165";"1329";"0";"0";"0";"16:14:07";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25119";"PAUDALHO";"17";"3";"Governador";"41736";"120";"7";"41736";"120";"33838";"7898";"N";"25119";"2406";"6313";"0";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24031";"ESCADA";"19";"3";"Governador";"45296";"139";"37";"45296";"139";"38328";"6968";"N";"26603";"2174";"9551";"0";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23043";"SANTA CRUZ DA BAIXA VERDE";"71";"7";"Deputado Estadual";"8427";"27";"0";"8427";"27";"7120";"1307";"N";"5019";"314";"1049";"738";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24856";"MIRANDIBA";"69";"7";"Deputado Estadual";"10651";"34";"1";"10651";"34";"8719";"1932";"N";"6974";"300";"641";"804";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23213";"ARARIPINA";"84";"7";"Deputado Estadual";"55393";"165";"1";"55393";"165";"43401";"11992";"N";"35261";"1753";"3077";"3310";"0";"0";"16:14:21";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23280";"TAMANDARÉ";"26";"5";"Senador";"16378";"47";"0";"16378";"47";"12934";"3444";"N";"17920";"2210";"5738";"0";"0";"0";"16:14:17";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26077";"TORITAMA";"112";"5";"Senador";"30308";"78";"0";"30308";"78";"24392";"5916";"N";"31870";"6918";"9996";"0";"0";"0";"16:14:14";"07/11/2018"
